term,match,file,line,category,action,context
BPS,bps,js/app.js,5301,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"const targets={ctcLohr:{label:""CTC / Bosch"",target:70},bps:{label:""Basisprofil+"",target:75}};"
CTC,ctcLohr,js/app.js,5301,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"const targets={ctcLohr:{label:""CTC / Bosch"",target:70},bps:{label:""Basisprofil+"",target:75}};"
CTC,CTC,js/app.js,5301,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"const targets={ctcLohr:{label:""CTC / Bosch"",target:70},bps:{label:""Basisprofil+"",target:75}};"
CTC,ctc,js/app.js,5305,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"const relevant=res.filter(r=>r.mode===modeKey||r.mode===""ctc""||r.mode===""jogging"").slice(-10).reverse();"
BPS,bps,js/app.js,5327,A,Sichtbare Marke/Text in G54.48.1 ersetzen,return (out.ctcLohr||out.bps)?out:null;
CTC,ctcLohr,js/app.js,5327,A,Sichtbare Marke/Text in G54.48.1 ersetzen,return (out.ctcLohr||out.bps)?out:null;
BPS,bps,js/app.js,5339,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return `<div class=""prognosis-card""><div class=""prognosis-title"">🎯 Bestehensprognose</div>${bar(p.ctcLohr)}${bar(p.bps)}"
CTC,ctcLohr,js/app.js,5339,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return `<div class=""prognosis-card""><div class=""prognosis-title"">🎯 Bestehensprognose</div>${bar(p.ctcLohr)}${bar(p.bps)}"
CTC,ctc-flowlogic-submit,js/app.js,5544,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(action === 'ctc-flowlogic-submit'){ ev.preventDefault(); submitCtcFlowLogicAnswer(); return; }
CTC,ctc-input-submit,js/app.js,5545,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(action === 'ctc-input-submit'){ ev.preventDefault(); submitCtcLohrInputAnswer(); return; }
CTC,ctc-flowlogic-submit,js/app.js,5567,A,Sichtbare Marke/Text in G54.48.1 ersetzen,else if(action === 'ctc-flowlogic-submit') submitCtcFlowLogicAnswer();
CTC,ctc-input-submit,js/app.js,5568,A,Sichtbare Marke/Text in G54.48.1 ersetzen,else if(action === 'ctc-input-submit') submitCtcLohrInputAnswer();
CTC,ctcLohrAnswerInput,js/app.js,5579,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if(target && target.matches && target.matches('#ctcLohrAnswerInput, [data-ctc-coord-index]')){"
CTC,ctc-coord-index,js/app.js,5579,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if(target && target.matches && target.matches('#ctcLohrAnswerInput, [data-ctc-coord-index]')){"
CTC,ctc,js/app.js,5701,A,Sichtbare Marke/Text in G54.48.1 ersetzen,return isAdaptiveElite() ? MODES.ctc.amount : state.quiz.length;
CTC,ctc,js/app.js,5866,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,const totalDisplay = isAdaptiveElite() ? MODES.ctc.amount : state.quiz.length;
CTC,ctcLohr,js/app.js,5867,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if (state.selectedMode === ""ctcLohr"") {"
CTC,CTC_BLOCK_LIMITS,js/app.js,5868,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,const limit = CTC_BLOCK_LIMITS[q.block] || state.totalTimeForQuestion;
CTC,ctc,js/app.js,5871,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"$(""meta"").innerHTML = `<span class=""badge ${state.selectedMode===""ctc""?""hardcore-badge"":""""}"">${MODES[state.selectedMode].title}</span><span class=""badge"">${q.cat}</span><span class=""badge"">Frage ${state.current+1}/${totalDisplay}</span>${ma"
CTC,CTCLohrExamStructureEngine,js/app.js,5892,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"_test:{FRAMEWORK,FEATURE_FLAGS,FEATURE_STATUS,PWA_CONFIG,EGTResultReviewEngine:window.EGTResultReviewEngine,MODULE_TREE,DATA_MODEL,MigrationPlanner,IndexedDBEngine,DatabaseBridge,StorageEngine,Guard,AnalyticsEngine,SessionTracker,ErrorMemor"
CTC,CTCLohrExamStructureEngine,js/app.js,5892,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"_test:{FRAMEWORK,FEATURE_FLAGS,FEATURE_STATUS,PWA_CONFIG,EGTResultReviewEngine:window.EGTResultReviewEngine,MODULE_TREE,DATA_MODEL,MigrationPlanner,IndexedDBEngine,DatabaseBridge,StorageEngine,Guard,AnalyticsEngine,SessionTracker,ErrorMemor"
CTC,CTCFlowLogicAdapter,js/app.js,5892,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"_test:{FRAMEWORK,FEATURE_FLAGS,FEATURE_STATUS,PWA_CONFIG,EGTResultReviewEngine:window.EGTResultReviewEngine,MODULE_TREE,DATA_MODEL,MigrationPlanner,IndexedDBEngine,DatabaseBridge,StorageEngine,Guard,AnalyticsEngine,SessionTracker,ErrorMemor"
CTC,CTCFlowLogicAdapter,js/app.js,5892,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"_test:{FRAMEWORK,FEATURE_FLAGS,FEATURE_STATUS,PWA_CONFIG,EGTResultReviewEngine:window.EGTResultReviewEngine,MODULE_TREE,DATA_MODEL,MigrationPlanner,IndexedDBEngine,DatabaseBridge,StorageEngine,Guard,AnalyticsEngine,SessionTracker,ErrorMemor"
CTC,CTC_BLOCK_LIMITS,js/app.js,5892,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"_test:{FRAMEWORK,FEATURE_FLAGS,FEATURE_STATUS,PWA_CONFIG,EGTResultReviewEngine:window.EGTResultReviewEngine,MODULE_TREE,DATA_MODEL,MigrationPlanner,IndexedDBEngine,DatabaseBridge,StorageEngine,Guard,AnalyticsEngine,SessionTracker,ErrorMemor"
BPS,bps,js/coach-dna-engine.js,39,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"[/simulation|bps|ctc|bosch|eignungstest|prüfung|pruefung/i,'Simulation']"
CTC,ctc,js/coach-dna-engine.js,39,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"[/simulation|bps|ctc|bosch|eignungstest|prüfung|pruefung/i,'Simulation']"
CTC,ctc,js/learning-coach-engine.js,365,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/ctc|bosch|hard/.test(exam) || /matrix|wechsel|logik|zeitdruck/.test(subtype)) return 'ctc_' + (cat || 'mixed');
CTC,ctc_,js/learning-coach-engine.js,365,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/ctc|bosch|hard/.test(exam) || /matrix|wechsel|logik|zeitdruck/.test(subtype)) return 'ctc_' + (cat || 'mixed');
BPS,bps,js/learning-coach-engine.js,366,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/bps/.test(exam)) return 'bps_' + (cat || 'mixed');
CTC,ctc_logik,js/learning-coach-engine.js,369,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/logik|matrix/.test(cat)) return 'ctc_logik';
CTC,ctc_zeitdruck,js/learning-coach-engine.js,370,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/konzentr|tempo/.test(cat)) return 'ctc_zeitdruck';
BPS,bps,js/learning-coach-engine.js,557,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"return { bps:status(r.bps,0), ctc:status(r.ctc,8), sections:sections, readiness:r, prediction:curve.predictions || {}, weakRisk:weakRisk ? { skill:li.weakSkill.skill, subtype:li.weakSkill.subtype, quote:Math.round(li.weakSkill.correct/Math."
BPS,bps,js/learning-coach-engine.js,557,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"return { bps:status(r.bps,0), ctc:status(r.ctc,8), sections:sections, readiness:r, prediction:curve.predictions || {}, weakRisk:weakRisk ? { skill:li.weakSkill.skill, subtype:li.weakSkill.subtype, quote:Math.round(li.weakSkill.correct/Math."
CTC,ctc,js/learning-coach-engine.js,557,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"return { bps:status(r.bps,0), ctc:status(r.ctc,8), sections:sections, readiness:r, prediction:curve.predictions || {}, weakRisk:weakRisk ? { skill:li.weakSkill.skill, subtype:li.weakSkill.subtype, quote:Math.round(li.weakSkill.correct/Math."
CTC,ctc,js/learning-coach-engine.js,557,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"return { bps:status(r.bps,0), ctc:status(r.ctc,8), sections:sections, readiness:r, prediction:curve.predictions || {}, weakRisk:weakRisk ? { skill:li.weakSkill.skill, subtype:li.weakSkill.subtype, quote:Math.round(li.weakSkill.correct/Math."
CTC,ctc-hard,js/learning-coach-engine.js,581,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(!msg && p.correct && p.mode === 'ctc-hard') msg = 'CTC-Hard getroffen. Das ist schwerer als bequem – genau deshalb wertvoll.';
CTC,CTC,js/learning-coach-engine.js,581,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(!msg && p.correct && p.mode === 'ctc-hard') msg = 'CTC-Hard getroffen. Das ist schwerer als bequem – genau deshalb wertvoll.';
CTC,ctc,js/learning-coach-engine.js,796,A,Sichtbare Marke/Text in G54.48.1 ersetzen,if(/very|extrem|elite|ctc|hard|schwer|brutal/.test(n)) return 5;
CTC,ctc,js/learning-coach-engine.js,935,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,var hard = /schwer|brutal|ctc|bosch|hart|prufung|prüfung|druck/.test(n);
CTC,ctcPenalty,js/learning-coach-engine.js,1170,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"var ctcPenalty = Math.max(0, 18 - (coverage * 0.08)) + (s.weakest && s.weakest.quote < 65 ? 8 : 0);"
CTC,ctcRaw,js/learning-coach-engine.js,1171,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,var ctcRaw = accuracy*0.36 + speed*0.24 + coverage*0.12 + stability*0.14 + streak*0.06 + (answered >= 20 ? 8 : 0) - ctcPenalty;
CTC,ctcPenalty,js/learning-coach-engine.js,1171,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,var ctcRaw = accuracy*0.36 + speed*0.24 + coverage*0.12 + stability*0.14 + streak*0.06 + (answered >= 20 ? 8 : 0) - ctcPenalty;
BPS,bps,js/learning-coach-engine.js,1173,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"bps: clamp(Math.round(bpsRaw), 0, 100),"
CTC,ctc,js/learning-coach-engine.js,1174,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"ctc: clamp(Math.round(ctcRaw), 0, 100),"
CTC,ctcRaw,js/learning-coach-engine.js,1174,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"ctc: clamp(Math.round(ctcRaw), 0, 100),"
CTC,ctcRaw,js/learning-coach-engine.js,1182,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"label: confidence < 35 ? 'Daten sammeln' : (ctcRaw >= 75 ? 'prüfungsnah stabil' : bpsRaw >= 75 ? 'Grundniveau stark, Transfer noch schärfen' : 'aufbaubereit'),"
BPS,bps,js/learning-coach-engine.js,1190,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"{ id:'bps-sprint', title:'Sprint', skill:'mixed', difficulty:4, count:8, tone:'Tempo + Breite', promise:'gemischt, kurz, prüfungsnah' },"
CTC,ctc-hard,js/learning-coach-engine.js,1191,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"{ id:'ctc-hard', title:'CTC Hard', skill:'mixed', difficulty:5, count:8, tone:'über Niveau trainieren', promise:'hart, aber kontrolliert' },"
CTC,CTC,js/learning-coach-engine.js,1191,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"{ id:'ctc-hard', title:'CTC Hard', skill:'mixed', difficulty:5, count:8, tone:'über Niveau trainieren', promise:'hart, aber kontrolliert' },"
BPS,bps,js/learning-coach-engine.js,1217,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"var modes = ['focus-5','revenge','bps-sprint','ctc-hard'];"
CTC,ctc-hard,js/learning-coach-engine.js,1217,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"var modes = ['focus-5','revenge','bps-sprint','ctc-hard'];"
BPS,bps,js/learning-coach-engine.js,1221,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"m.dailyChallenges[key] = { id:'daily_'+key, date:key, mode:mode, skill:rec.skill || 'mixed', difficulty: mode==='ctc-hard'?5:Math.max(3, rec.difficulty || 3), count: mode==='ctc-hard'?8:6, done:false, bestQuote:null, title: mode==='ctc-hard"
CTC,ctc-hard,js/learning-coach-engine.js,1221,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"m.dailyChallenges[key] = { id:'daily_'+key, date:key, mode:mode, skill:rec.skill || 'mixed', difficulty: mode==='ctc-hard'?5:Math.max(3, rec.difficulty || 3), count: mode==='ctc-hard'?8:6, done:false, bestQuote:null, title: mode==='ctc-hard"
CTC,ctc-hard,js/learning-coach-engine.js,1221,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"m.dailyChallenges[key] = { id:'daily_'+key, date:key, mode:mode, skill:rec.skill || 'mixed', difficulty: mode==='ctc-hard'?5:Math.max(3, rec.difficulty || 3), count: mode==='ctc-hard'?8:6, done:false, bestQuote:null, title: mode==='ctc-hard"
CTC,ctc-hard,js/learning-coach-engine.js,1221,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"m.dailyChallenges[key] = { id:'daily_'+key, date:key, mode:mode, skill:rec.skill || 'mixed', difficulty: mode==='ctc-hard'?5:Math.max(3, rec.difficulty || 3), count: mode==='ctc-hard'?8:6, done:false, bestQuote:null, title: mode==='ctc-hard"
CTC,CTC,js/learning-coach-engine.js,1221,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"m.dailyChallenges[key] = { id:'daily_'+key, date:key, mode:mode, skill:rec.skill || 'mixed', difficulty: mode==='ctc-hard'?5:Math.max(3, rec.difficulty || 3), count: mode==='ctc-hard'?8:6, done:false, bestQuote:null, title: mode==='ctc-hard"
CTC,ctc-hard,js/learning-coach-engine.js,1289,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"else if(i === 3 || mode === 'ctc-hard') phase = { index:i, key:'challenge', title:'Challenge', goal:'unter höherem Anspruch stabil bleiben', difficultyDelta:1, priority:'stretch' };"
CTC,ctc-hard,js/learning-coach-engine.js,1319,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if(p.mode === 'ctc-hard'){ p.skill='mixed'; p.difficulty=5; p.count=Math.max(8, p.count); p.reason='CTC Hard Mode: bewusst über Prüfungsniveau, aber mit Coach-Dramaturgie.'; }"
CTC,CTC,js/learning-coach-engine.js,1319,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if(p.mode === 'ctc-hard'){ p.skill='mixed'; p.difficulty=5; p.count=Math.max(8, p.count); p.reason='CTC Hard Mode: bewusst über Prüfungsniveau, aber mit Coach-Dramaturgie.'; }"
BPS,bps,js/learning-coach-engine.js,1320,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"if(p.mode === 'bps-sprint'){ p.skill='mixed'; p.difficulty=4; p.count=Math.max(8, p.count); p.reason='Sprint: gemischt, schnell, breit.'; }"
CTC,ctc-hard,js/learning-coach-engine.js,1339,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"else if(slot === 2 || profile.mode === 'ctc-hard'){ p.difficulty = Math.min(5, (profile.difficulty || 3)+1); p.stage='Challenge'; }"
BPS,bps,js/learning-coach-engine.js,1475,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"var sample = banks[0] || { id:'qa_sample', q:'2,4,8,?', a:['10','12','16'], correct:2, dna:{ category:'logik', subtype:'zahlenreihe', difficulty:2, skill:'verdopplung_erkennen', expectedTimeMs:9000, trap:'lineare_addition', examTarget:'bps'"
BPS,bps,js/learning-coach-engine.js,1489,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"add('exam_traffic_light_ready', !!(tl && (tl.bps || tl.ctc || tl.sections)), tl);"
CTC,ctc,js/learning-coach-engine.js,1489,A,Sichtbare Marke/Text in G54.48.1 ersetzen,"add('exam_traffic_light_ready', !!(tl && (tl.bps || tl.ctc || tl.sections)), tl);"
BPS,bps,js/learning-coach-ui.js,168,A,Sichtbare Marke/Text in G54.48.1 ersetzen,dock.className = 'bps-coach-dock';
BPS,bps,js/learning-coach-ui.js,171,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"dock.innerHTML = '<span class=""bps-coach-dock-orb"">✦</span><span><b>Coach</b><small id=""bpsCoachDockHint"">bereit</small></span>';"
BPS,bps,js/learning-coach-ui.js,183,A,Sichtbare Marke/Text in G54.48.1 ersetzen,bd.className = 'bps-coach-backdrop';
BPS,bps,js/learning-coach-ui.js,189,A,Sichtbare Marke/Text in G54.48.1 ersetzen,sh.className = 'bps-coach-sheet';
BPS,bps,js/learning-coach-ui.js,194,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<div class=""bps-coach-grabber"" aria-hidden=""true""></div>'+"
BPS,bps,js/learning-coach-ui.js,195,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<header class=""bps-coach-header"">'+"
BPS,bps,js/learning-coach-ui.js,196,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<div class=""bps-coach-icon"">✦</div>'+"
BPS,bps,js/learning-coach-ui.js,197,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<div class=""bps-coach-title""><b id=""bpsCoachTitle"">KI Coach </b><span id=""bpsCoachSubtitle"">adaptiv · lokal · prüfungsnah</span></div>'+"
BPS,bps,js/learning-coach-ui.js,198,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<button class=""bps-coach-dashboard-toggle"" id=""bpsCoachPersonality"" type=""button"" data-coach-action=""personality-cycle"" aria-label=""Coach Stil wechseln"">🎭</button>'+"
BPS,bps,js/learning-coach-ui.js,199,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<button class=""bps-coach-dashboard-toggle"" id=""bpsCoachDashboardToggle"" type=""button"" data-coach-action=""command-toggle"" aria-label=""Coach Dashboard öffnen"">◈</button>'+"
BPS,bps,js/learning-coach-ui.js,200,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<button class=""bps-coach-close"" id=""bpsCoachClose"" type=""button"" aria-label=""Coach schließen"">✕</button>'+"
BPS,bps,js/learning-coach-ui.js,202,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<main class=""bps-coach-body"" id=""bpsCoachBody""></main>'+"
BPS,bps,js/learning-coach-ui.js,203,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<footer class=""bps-coach-footer"">'+"
BPS,bps,js/learning-coach-ui.js,204,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<button class=""bps-coach-mic"" id=""bpsCoachMic"" type=""button"" aria-label=""Spracheingabe starten"">🎤</button>'+"
BPS,bps,js/learning-coach-ui.js,205,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<input class=""bps-coach-input"" id=""bpsCoachInput"" autocomplete=""off"" placeholder=""Sag oder schreib: Starte 5 schwere Logikaufgaben …"">'+"
BPS,bps,js/learning-coach-ui.js,206,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"'<button class=""bps-coach-send"" id=""bpsCoachSend"" type=""button"">Senden</button>'+"
BPS,bps,js/learning-coach-ui.js,276,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"var err = remoteStatus.lastError ? '<small class=""bps-ai-error"">'+esc(remoteStatus.lastError)+'</small>' : '';"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,277,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-live-card '+esc(cls)+'""><h3>Groq Live-Coach</h3><p><b>Status:</b> '+esc(state)+meta+'</p><p class=""bps-ai-worker"">Worker: '+esc(worker)+'</p>'+err+'<div class=""bps-coach-chiprow""><button class=""b"
BPS,bps,js/learning-coach-ui.js,280,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-thinking""><h3>Groq denkt gerade …</h3><p>'+esc(shorten(query, 120))+'</p><div class=""bps-ai-dots""><span></span><span></span><span></span></div></div>';"
BPS,bps,js/learning-coach-ui.js,280,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-thinking""><h3>Groq denkt gerade …</h3><p>'+esc(shorten(query, 120))+'</p><div class=""bps-ai-dots""><span></span><span></span><span></span></div></div>';"
BPS,bps,js/learning-coach-ui.js,280,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div class=""bps-coach-section bps-ai-thinking""><h3>Groq denkt gerade …</h3><p>'+esc(shorten(query, 120))+'</p><div class=""bps-ai-dots""><span></span><span></span><span></span></div></div>';"
BPS,bps,js/learning-coach-ui.js,285,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div><b>'+esc(meta.title || 'Live-Coach Antwort')+'</b></div><div class=""bps-coach-section bps-ai-reply""><p>'+lineBreaks(text || '')+'</p></div><p class=""bps-coach-source"">Quelle: '+esc(source)+(meta.level?' · Niveau '+esc(meta.leve"
BPS,bps,js/learning-coach-ui.js,285,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div><b>'+esc(meta.title || 'Live-Coach Antwort')+'</b></div><div class=""bps-coach-section bps-ai-reply""><p>'+lineBreaks(text || '')+'</p></div><p class=""bps-coach-source"">Quelle: '+esc(source)+(meta.level?' · Niveau '+esc(meta.leve"
BPS,bps,js/learning-coach-ui.js,285,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"return '<div><b>'+esc(meta.title || 'Live-Coach Antwort')+'</b></div><div class=""bps-coach-section bps-ai-reply""><p>'+lineBreaks(text || '')+'</p></div><p class=""bps-coach-source"">Quelle: '+esc(source)+(meta.level?' · Niveau '+esc(meta.leve"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,323,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Groq Verbindung geprüft', '<div class=""bps-coach-section bps-ai-live-card online""><h3>Verbindung steht</h3><p>Cloudflare Worker und Groq antworten sauber.</p><p class=""bps-ai-worker"">Modell: '+esc(res.model"
BPS,bps,js/learning-coach-ui.js,327,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Fallback aktiv', '<div class=""bps-coach-section bps-ai-live-card warn""><h3>Groq gerade nicht erreichbar</h3><p>Die App bleibt stabil. Der lokale Coach übernimmt automatisch.</p><small>'+esc(e && e.message ?"
BPS,bps,js/learning-coach-ui.js,327,B,Kontrolliert refaktorieren; Import/Export/Selektor prüfen,"if(openResult) open('KI Coach ', 'Fallback aktiv', '<div class=""bps-coach-section bps-ai-live-card warn""><h3>Groq gerade nicht erreichbar</h3><p>Die App bleibt stabil. Der lokale Coach übernimmt automatisch.</p><small>'+esc(e && e.message ?"
